,label,text,label_num
2669,ham,"Subject: enron nom for march 7 , 2001
( see attached file : hplno 307 . xls )
- hplno 307 . xls",0
704,ham,"Subject: meter # 1591 lamay gaslift
aimee ,
please check meter # 1591 lamay gas lift . it doesn ' t appear to have very much
flow and the
bav is showing the nom volume . this could be adversely affecting the risk
numbers . pat",0
3410,ham,"Subject: quack
( see attached file : duck hunting . mpe )
- duck hunting . mpe",0
3917,spam,"Subject: vulgar
muniz ,
govenment don ' t want me to sell
undergroundcd ! check your spouse and staff
investigate your own credit - history
hacking someone pc !
disappear in your city
bannedcd 2004
http : / / www . 8006 hosting . com / cd /
bingham , by the open .
",1
4643,spam,"Subject: smal | stock oppurtunities - their shooting
haley ,
techlite , inc . ( 0 tcbb : thlt )
joint venture agreement with anticipated $ 3 - 5 mi | | ion
of new business ( source : news 11 / 3 o / 04 )
shares outstanding : 10 , 994 , 910 ( source : loq 8 / 19 / 04 )
current price : $ . 54
a massive pr campaign is underway on this stock . some of these smal | stocks are absoiuteiy fiying , as many of you know . while past performance is n e v e r indicative of future resuits , this one traded at $ . 9 o back on november 11 th . wil | thlt bounce back ? is it a w i n ning trade from here ?
reasons to consider thlt ( source : recent press reieases )
1 ) techlite subsidiary , keystone , reaches agreement with redi - controis to market oam purger in greater china
2 ) techlite can reduce corporate electrica | usage up to 50 percent
3 ) techlite , inc . reaches distribution agreement with frigi - tech internationa | , inc . of houston , texas
4 ) techlite signs joint venture agreement with anticipated $ 3 - 5 million of new business
about techlite inc . ( source : news january 7 , 2 oo 5 )
techlite inc . is a nationa | energy service company . in 2004 techlite entered its 12 th year in the design and insta | | ation of energy - efficient and epa - compliant | ighting upgrades encompassing the vast number and variety of existing | ighting systems . the magazine electrical contractor has described the | ighting retrofit business as the market of the decade . customers include power utility energy service companies ( escos ) , as we | | as the education , heaithcare , commercial , industrial , and government markets . industry experts estimate the size of the market at approximately three biliion lighting fixtures , creating a potential $ 100 biilion nationa | | ighting retrofit industry . techlite aiso offers new energy - efficient light fixtures for new construction , | ong - term service and maintenance contracts for customer lighting systems , and other state - of - the - art energy reduction products and services for air conditioning systems .
watch this stock tuesday . can it put some short term money in your pocket ? if you think so , consider trading some for your account . good luck .
certain statements in this news reiease may contain forward - | ooking information within the meaning of rule 175 under the securities act of 1933 and rule 3 b - 6 under the securities exchange act of 1934 , and are subject to the safe harbor created by those ruies . ail statements , other than statements of fact , included in this reiease , inciuding , without limitation , statements regarding potential future pians and objectives of the companies , are forward - looking statements that involve risks and uncertainties . there can be no assurance that such statements wiil prove to be accurate and actual resuits and future events couid differ materia | | y from those anticipated in such statements . as with many microcap stocks , todays company has additional risk factors worth noting . the company has a going concern opinion from its auditor , a large accumuiated deficit , a | arge negative net worth , a reliance on | oans from officers to pay expenses , nominal revenue in its most recent quarter , officers have personaliy guaranteeed company debt , tax liens for unpaid federal and state taxes , is a defendant in two lawsuits , has a nomina | cash position and the need to raise capital . a faiiure to raise capital couid cause the company to go out of business . these risks and others are more fuily detaiied in the companys sec fiiings . we strongly urge you to review them before you invest . the publisher of this newsletter does not represent that the information contained in this message states a | | material facts or does not omit a materia | fact necessary to make the statements therein not misieading . read the compay ' s sec fiiings before you invest . al | information provided within this pubiication pertaining to investing , stocks , securities must be understood as information provided and not investment advice . the publisher of this newsletter advises ail readers to seek advice from a registered professional securities representative before deciding to trade in stocks featured within this publication . none of the materia | within this report shail be construed as any kind of investment advice or soiicitation . many of these companies are on the verge of bankruptcy . you can lose all your money by investing in this stock . the publisher of this newsietter is not a registered investment expert . subscribers should not view information herein as lega | , tax , accounting or investment advice . any reference to past performances of companies are specially seiected to be referenced based on the favorabie performance of these companies . you wouid need perfect timing to acheive the resuits in the exampies given . there can be no assurance of that happening . remember , as aiways , past performance is not indicative of future resuits and a thorough due diligence effort , including a review of a companys filings , shouid be completed prior to investing . in compliance with the securities act of 1933 , sectionl 7 b , the pubiisher of this newsletter discioses the receipt of fourteen thousand do | | ars from a third party , not an officer , director or affiliate sharehoider of the company for the circulation of this report . the party that paid us has a position in the stock they will sel | at anytime without notice . be aware of an inherent conflict of interest resulting from such compensation due to the fact that this is a paid pubiication and is not without bias . ail factual information in this report was gathered from public sources , inciuding but not | imited to company websites , sec fiiings and company press releases . the publisher of this newsletter believes this information to be reiiable but can make no assurance as to its accuracy or compieteness . use of the materia | within this publication constitutes your acceptance of these terms .
",1
4125,spam,"Subject: tinydrive usb 2 . 0 mobile 2 . 2 gb storage drive @ $ 187 . 00
tinydrive 2 . 2 gb . 5 x 2 . 25 x 2 . 5 - inches ( h x w x d )
2 . 2
gigabytesmobile storage driveusb 2 . 0
$ 187 . 00 "" lightweight and compact design
""
visit : http : / / www . computron - me . com for deals !
tinydrive usb 2 . 0
mobile 2 . 2 gb storage drive
the tinydrive
mobile drive provides 2 . 2 gb
of high - capacity , high - performance removable
storage in a compact and lightweight designed . with a
usb 2 . 0 interface and 6 . 5 mb data transfer rate , it ' s
the perfect external large capacity drive for your pc
and notebooks . plus , it ' s so small you can literally
take it almost anywhere !
general features :
- usb 2 . 0 interface
( backwards compatible ) - 2 . 2 gb storage drive -
6 . 5 mb sustained data transfer rate - usb bus
powered - no external power or battery needed -
lightweight and compact
design
your one stop
distributorjebel ali duty free zonedubai , uae . www . computron - me . com
for latest clearance sale listing contact our
sales department .
only limited quantities available on selected
specials ! ! ! !
for further details please send
your enquiries to : dealers @ emirates . net . aeor contact via www . computron - me . com
compaq
hewlett packard
3 com
dell
intel
iomega
epson
aopen
creative
toshiba
apc
cisco
us
robotics
microsoft
canon
intellinet
targus
viewsonic
ibm
sony
- - - - - - - and lots more
! ! !
if you have any
complaints / suggestions contact : customerservice @ computron - me . com
tel + 971 4
8834464
all prices in u . s . dollars , ex - works ,
fax + 971 4
8834454
jebel ali duty free zone
www . computron - me . com
prices and availability subject to change
usa -
canada u . a . e .
without
notice .
to receive our special offers
in plain
text format reply to this
mail with the request * for
export only *
this
email can not be considered spam as long as we include : contact
information remove instructions . this message is intended for dealer
and resellers only . if you have somehow gotten on this list in error , or
for any other reason would like to be removed , please reply with "" remove
"" in the subject line of your message . this message is being sent to you
in compliance with the federal legislation for commercial e - mail
( h . r . 4176 - section 101 paragraph ( e ) ( 1 ) ( a ) and bill s . 1618 title iii
passed by the 105 th u . s . congress .
all logos and
trademarks are the property of their respective
owners
products may not be exactly as shown
above
- -
to unsubscribe from : computron 3 , just follow this link :
click the link , or copy and paste the address into your browser .
please give it atleast 48 hours for unsubscription to be effective .",1
4198,spam,"Subject: pay less for microsoft office software
turn silkleafy apart danecclesiastic
locomotor superposableadele doubleday perimetermush
confucianism ruckusboolean crux searchnegate
glee ain ' tbyway saxophone avengepate
sierra hospitable cockroachretroactive
retire eratosthenesjure biharmonic passagebark
cleft botanictemplate discreet klausharpy
convey chastitylyra beecham wieldlehigh
antagonism communicable suspensediscussion
glade siegfriedcartilage prof angiospermyoke
core snobbery stamfordceramium
square alesnobbish buffalo wehrozark
hepatica stepmother histidineboil
noticeable englandmarketeer quadrupole leasechamplain
bombproof cullhailstorm crewcut refractometerfebrile
census threesome merittriennial
thug tiranabagel boson debrishumerus
excel allergydevoid histochemistry degummingrafferty
woebegone merganseralways belong traineeasynchrony",1
4362,spam,"Subject: young sluts had sex for tewnty bucks
buenos noches !
ta llueu
",1
2432,ham,"Subject: take 30 % off with our super ticket !
use our super savings ticket at foot locker , lady foot locker , kids
foot locker , champs sports stores and at our web sites !
welcome to our friends & family super savings ticket .
use the special ticket below and receive 30 % off your purchase either in our
stores or on our web sites . hurry ! this three - day ticket only is good
thursday , jan . 25 , through saturday , jan 27 .
share the savings today and e - mail this offer to friends and family . many
items already are reduced and the discount is taken off the lowest sale price .
click below to print your friends & family super savings ticket . you must
bring the coupon to the store to redeem .
ready , set , save !
simply click on the links provided and our friends & family discount will
automatically appear at checkout or you can type the code into the promotion
box during checkout . and returns are hassle - free , either to one of our stores
or through the mail .
footlocker . com coupon code : em 21 f 2 jl
ladyfootlocker . com coupon code : em 23 ffjl
kidsfootlocker . com coupon code : em 22 ffjl
champssports . com coupon code : em 20 ffjl
don ' t be left out - register today , if you want to hear about our products ,
promotions , events and other specials - just click below to join .
* terms and conditions *
valid 1 / 25 / 01 through 1 / 27 / 01 . passport must be presented at the time of
purchase and cannot be used in conjunction with any other discount offer or
associate benefit . not redeemable for cash . applicable taxes must be paid by
the bearer . cannot be applied to prior purchases or to gift card purchases .
void if copied and where prohibited , licensed or regulated . catalog
exclusions apply . not valid at the nfl team shop at nfl experience in tampa ,
fl . discount does not apply to nike air force 1 , timberland field boots ,
jordan xi , nike shox and nfl super bowl products .
if you do not wish to receive future emails please click below to
unsubscribe :
",0
2012,ham,"Subject: updated list
valero deals have now been added .
please make sure that this list is forward to anyone in your groups that
might need it .
julie",0
2862,ham,"Subject: hpl nom for march 27 , 2001
( see attached file : hplno 327 . xls )
- hplno 327 . xls",0
4095,spam,"Subject: what she doesnt know sprig bashaw
direct to you
warehouse direct
r _ x discounts
the best available ! !
: :
more info : :
its not the size of the dog in the fight ; its the size of the fight in the dog . - mark twain ( 1835 - 1910 )
not only is there no god ; but try finding a plumber on sunday . - woody allen ( 1935 - )
",1
2782,ham,"Subject: mobil beaumont
brian nichols of exxonmobil confirmed that they will accept 30 , 000 / d of midcon ' s gas on hpl starting tomorrow .
they want to leave 10 , 000 / d flowing on midcon .
i guess this goes on through april 5 ? ?",0
479,ham,"Subject: help !
brian ,
who do i talk to about getting daren farmer a labor distribution report . he
needs to see what employees are hitting his rc . i know that we have
discussed this prior and soem managers are receiving a monthly report but he
is not . who can help us ? ? ?
thank you !
yvette
x 3 . 5953",0
3575,ham,"Subject: fw : ena origination track
- - - - - original message - - - - -
from : buckley , karen
sent : tuesday , october 30 , 2001 6 : 16 pm
to : robinson , mitch ; duran , w . david ; tricoli , carl ; bills , lisa ; mcmichael jr . , ed ; gaskill , chris ; smith , george f . ; perry , todd
subject : ena origination track
all ,
ena is building an ena origination track similar to that of the trading track . originators on both the gas & power side at the vp level have bought into the development of this program . the management of the program will be the originators themselves under louise kitchen . there will be structured rotations for the analysts & associates who join this program with a clear objective in mind - final rotation will be in origination .
the below people , according to our records , are currently in your groups . these candidates have been identified as they have completed at least one relevant rotation and / or have performed well in the previous prc . prior to contacting the below analysts & associates , i want to ensure your buy - in / recommendation of these candidates . all selected candidates would be formally interviewed by the origination management team ( both gas & power ) prior to joining the program .
i would be grateful for your early response as we are looking to schedule a date in november to commence interviews .
if you have any questions , please let me know and i will be happy to explain the program in greater detail .
kind regards ,
karen
ena - hr
x 54667
associate / analyst current manager
james marks mitchell robinson
john lang dave duran
kristin quinn carl tricoli
gregory martin carl tricoli
jonathan hoff lloyd miller
marcus edmonds lisa bills
brian kille lisa bills
alejandro hernandez ed mcmichael
loftus fitwater ed mcmichael
santiago garcia ed mcmichael
catalina cardens chris gaskill
sachin gandhi chris gaskill
justin o ' malley chris gaskill
michael olsen george smith
jeffrey oh todd perry",0
3458,ham,"Subject: password reset
this is a generated email - do not reply !
if you need further assistance , contact the isc help desk at : 713 - 345 - 4727
the password for your account : po 0507544 has been reset to : 14031399",0
4315,spam,"Subject: lose 19 % , powerful weightloss now available where you are .
hello , i have a special offer for you . . .
want to lose weight ?
the most powerful weightloss is now available
without prescription . all natural adipren 720
100 % money back guarant?e !
- lose up to 19 % total body weight .
- loss of 20 - 35 % abdominal fat .
- up to 300 % more weight loss while dieting .
- increase metabolic rate by 76 . 9 % without exercise .
- reduction of 40 - 70 % overall fat under skin .
- suppresses appetite for sugar .
- burns calorized fat .
- boost your confidence level and self esteem .
get the facts about all - natural adipren 720 http : / / www . baby 33 . com /
",1
4867,spam,"Subject: 
80 %
?????????
???
?????? ?????????
????????
????????
??? ?????? ???????
????????? ??????? ???? ? ??? ??????????? ???????
??????
??????????
smart ink
system
www . compusoft . gr
",1
264,ham,"Subject: woops . . . .
on beaumont methanol , i made a mistake for the noms at the start of the month
. . . .
for feb 6 to 29 on ticket 93199 , i entered 18 , 500 / d . . . . and it should have
been 18 , 000 / d
please change the ticket . . .
thanks
lee",0
4321,spam,"Subject: buy pain relief medicine at unbelievable prices
kgonxe . idkylzdppzvrtdi . hjtkye . . wq 4 jd 5 aqe 3 mkouiqcumsqjg . j 2799 i 2 cay . qc 2 rql 3 nlu . czu 5 cila 9 u . koyuh 53 as 7 . zw 4 kzl 2 nmn . j 2 iglo 3 ynl . 8 hs 933285 c . 410 jyelh 5 t . wx 6 wlhkzwj . 2 vlqsqyl 8 d . ry 8 u 5 algun . mz 5 cfk 8 h 6 d . 01 wzt 4 nouz . fkiolblayg . ovcs 2 s 3 cvr . 2 emgealzan .
 out .
",1
308,ham,"Subject: nom for 2 / 16 / 00
we are increasing the volume delivered by hpl into eastrans for 2 / 16 to 34 , 400
mmbtu .
increase deliveries into pg & e to 27 , 400 . leave fuels cotton valley
redeliveries at 7 , 000 with
a sale to enron of 500 mmbtu remaining in place .",0
100,ham,"Subject: 7 th noms
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 01 / 06 / 2000
10 : 49 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
troy _ a _ benoit @ reliantenergy . com on 01 / 06 / 2000 10 : 26 : 49 am
to : ami chokshi / corp / enron @ enron
cc :
subject : 7 th noms
( see attached file : egmnom - jan . xls )
- egmnom - jan . xls",0
5160,spam,"Subject: about celebration
ready , decide eye , heard . once written son . vowel thank once
song mother . far of but , depend large history . general floor
differ differ , them letter . sky ball short . sharp feel better .
people my man , most cold . help warm for . school trip , walk
family dance rail always .
- -
phone : 579 - 879 - 6567
mobile : 171 - 128 - 1758
email : prunespurchasers @ verizon . net
",1
4259,spam,"Subject: cialis , valium , viagra , xanax at low price ! no prescription needed !
discount rx is simple , quick , and affordable ! br
offering many of today ' s most widely usedbr
prescription drugs on the market ! brbr
zoloft , xanax , ambien , paxil , valium , viagra and many more !
br
just click below for these special savings !
a href = http : / / www . grand 2 packz . com / index . php ? id = 188 click here now !
",1
111,ham,"Subject: cox exploration
darren , we had a situation in december that we need your help to resolve .
deal # 125836 we have been purchasing gas from cox exploration on pg & e
hydorcarbons systems upstream of the processing facility . this purchase
agreement terminated 11 / 30 / 99 . i didn ' t path the gas on pgeh , however , i
will take responsibility for not adjusting the interconnect ticket at
thompsonville . i didn ' t catch this and the deal on the hpl side appeared to
be a valid flow issue for kim vaughn . the plant continued to confirm this
gas .
we have tried working through the pipeline , but they state that they will not
know anything until the 15 th . can you contact the producer and ask them to
reverify this with the pipeline ? i would like kim to be able to zero confirm
and send back to pops so volume management will not allocate up to the
producer level .
also i just realized that we have a committed reserve purchase agreement at
the same meter with tribo production . should there have been an expected
volume in this deal ? is it possible that cox exploration sold their interest
in this well to tribo . it may turn out that we should have flowed the gas
after all .",0
663,ham,"Subject: february and march 2000 meter 5688
fred ,
i spoke w / karry this morning on this issue and it appears as if this gas will
be purchased by hplc as wellhead .
i ' m waiting for karry to phone me back , after he ' s spoken w / legal , before i
give you a concrete answer .
thanks
- jackie -
3 - 9497
- - - - - - - - - - - - - - - - - - - - - - forwarded by jackie young / hou / ect on 04 / 13 / 2000 01 : 31
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
fred boas
04 / 11 / 2000 10 : 29 am
to : jackie young / hou / ect @ ect
cc : howard b camp / hou / ect @ ect , robert e lloyd / hou / ect @ ect
subject : february and march 2000 meter 5688
jackie :
meter 5688 is incorrectly scheduled to the hpl liquids contract
012 - 41970 - 02 - 002 in march 2000 . also last month when you were out , robert
removed the volume from the liquids contract at this meter and temporarily
put it on a strangers gas contract . if you could fix both months today and
let me know when it is corrected i would appreciate it .
thanks ,
fred
fred boas
02 / 16 / 2000 04 : 35 pm
to : jackie young / hou / ect @ ect
cc : howard b camp / hou / ect @ ect , robert e lloyd / hou / ect @ ect , anita
luong / hou / ect @ ect
subject : 1 / 2000 meters 5688 & 5801
jackie :
i am new at the 3 rivers allocation so bear with me , i took this over from
anita luong . in january 2000 , and going forward , please make sure that
meters 5688 and 5801 are not scheduled on the hpl liquids contract
012 - 41970 - 02 - 002 . the contract is currently out of balance by the total
volume at these two meters so if you could fix this by early tomorrow morning
i would appreciate it .
thanks ,
fred",0
463,ham,"Subject: mitchell gas services 2 / 00
- - - - - - - - - - - - - - - - - - - - - - forwarded by julie meyers / hou / ect on 03 / 20 / 2000 02 : 26
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : megan parker @ enron 03 / 20 / 2000 02 : 08 pm
to : julie meyers / hou / ect @ ect
cc : william c falbaum / hou / ect @ ect
subject : mitchell gas services 2 / 00
we have a price difference with mitchell gas services for 2 / 00 production ,
deal 156658 . we have hsc - 0 . 05 and mitchell shows hsc - 0 . 04 . can you tell
me what the correct price is ? i need this asap .
megan",0
2904,ham,"Subject: kcs resources nom - april 1
the nom for kcs resources ( deal # 125822 ) at meter # 9658 has been revised from 7 , 129 to 5 , 500 .
bob",0
5140,spam,"Subject: young pussies
tonya could feel the glow of the hundreds of candles on her bare skin .
her hair was plastered to her face and she thought she must have looked
horrible soaking wet , but she didn ' t care . gabriel thought she was beautiful
and that was all she needed to know . tonya slid toward him in the warm water .
all inside !
remove your email
",1
1246,ham,"Subject: settelement request for an equistar "" buyback "" ticket with ena as
shipper
it ' s been created - sitara # 343421
- - - - - - - - - - - - - - - - - - - - - - forwarded by lee l papayoti / hou / ect on 07 / 25 / 2000
10 : 47 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : robert e lloyd 07 / 25 / 2000 10 : 47 am
to : lee l papayoti / hou / ect @ ect
cc :
subject : settelement request for an equistar "" buyback "" ticket with ena as
shipper
fyi
- - - - - - - - - - - - - - - - - - - - - - forwarded by robert e lloyd / hou / ect on 07 / 25 / 2000
10 : 46 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : robert e lloyd 07 / 25 / 2000 10 : 29 am
to : lucy ortiz / hou / ect @ ect , craig breslau / hou / ect @ ect
cc : anita luong / hou / ect @ ect , lee l papayoti / hou / ect @ ect , daren j
farmer / hou / ect @ ect , pat clynes / corp / enron @ enron
subject : settelement request for an equistar "" buyback "" ticket with ena as
shipper
i spoke to anita this morning and she suggested i forward you this request
to set up a sitara ticket for an "" ena "" deal
ticket to handle the buyback on meters 981373 & 981384 that pretain to
equistar for june and july 2000 .
equistar invoice can not be drafted without this deal ticket .
this is an urgent request for settlement to finalize equistar invoice for
june 2000 activity .
- - - - - - - - - - - - - - - - - - - - - - forwarded by robert e lloyd / hou / ect on 07 / 25 / 2000
10 : 23 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : robert e lloyd 07 / 14 / 2000 10 : 27 am
to : craig breslau / hou / ect @ ect
cc : anita luong / hou / ect @ ect , lee l papayoti / hou / ect @ ect , daren j
farmer / hou / ect @ ect , howard b camp / hou / ect @ ect
subject : settelement request for an equistar "" buyback "" ticket with ena as
shipper
lee ask me to forward this note - mail to you . settlement is trying to close
today thus , it is urgent that i get this resolved asap .
- - - - - - - - - - - - - - - - - - - - - - forwarded by robert e lloyd / hou / ect on 07 / 14 / 2000
10 : 24 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : robert e lloyd 07 / 14 / 2000 09 : 29 am
to : lee l papayoti / hou / ect @ ect
cc : anita luong / hou / ect @ ect , daren j farmer / hou / ect @ ect
subject : settelement request for an equistar "" buyback "" ticket with ena as
shipper
daren wanted me to make this request to you for an equistar buyback ticket
on enron north america { ena } .
equistar has nominated activity on ena for june and july 2000 production .
settlement seems to think a buyback ticket is necessary to properly account
for equistar ' s monthly activity .",0
309,ham,"Subject: re : lindholm oil , inc .
the new sitara no . is 168509",0
2574,ham,"Subject: noms / actual flow for 14 th / 15 th
liz , sorry the actuals for the 14 th were late . we just received them today .
we agree .
- - - - - - - - - - - - - - - - - - - - - - forwarded by melissa jones / texas utilities on
02 / 16 / 2001
10 : 37 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
kponton @ duke - energy . com on 02 / 16 / 2001 10 : 20 : 39 am
to : david avila / lsp / enserch / us @ tu , charlie stone / texas utilities @ tu , melissa
jones / texas utilities @ tu
cc : dcspencer @ duke - energy . com
subject : noms / actual flow for 14 th / 15 th
day nom actual flow
2 / 14 25 , 000 25 , 959
2 / 15 60 , 000 64 , 837
all volumes are in mmbtu ' s",0
315,ham,"Subject: nom for 2 / 17
for 2 / 17 , the nom into eastrans is 37 , 625 mmbtu , which is 35 , 000 mcf .
please increase nom into pg & e to 30 , 625 mmbtu . 7 , 000 will come from
fuels cotton valley , and sale of 500 mmbtu / / d remains in place .",0
2708,ham,"Subject: txu noms . for 3 / 14 / 01
( see attached file : hplno 314 . xls )
- hplno 314 . xls",0
1814,ham,"Subject: txu noms . for 10 / 14 - 16 / 00
attached , please find the txu nominations for the weekend of october 14 - 16 ,
2000 .
no scheduled flows
( see attached file : hplnl 014 . xls )
- hplnl 014 . xls",0
3361,ham,"Subject: re : txu fuel deals imbalances
i ' m not sure , this request is coming from settlements . . . o
- - - - - original message - - - - -
from : farmer , daren j .
sent : thursday , june 28 , 2001 10 : 28 am
to : winfree , o ' neal d .
subject : re : txu fuel deals imbalances
ow ,
was this passed through janet wallis ?
d
- - - - - original message - - - - -
from : winfree , o ' neal d .
sent : thursday , june 28 , 2001 10 : 18 am
to : farmer , daren j .
subject : fw : txu fuel deals imbalances
daren ,
the deals listed below are related to tufco imbalances . . . let me know if you have any objections to me entering the deals . . . o ' neal 3 - 9686
- - - - - original message - - - - -
from : griffin , rebecca
sent : thursday , june 28 , 2001 9 : 58 am
to : winfree , o ' neal d .
subject : txu fuel deals
as my voice mail said , could you add deals for the following :
date : 1 / 31 - 1 / 31
location : pgev / for tufco / 4300101
volume : 1 , 357 mmbtu
price : $ 3 . 94
this should be entered as a purchase with enron as buyer
date : 4 / 30 - 4 / 30
location : pgev / for tufco / 4300101
volume : 8 , 726 mmbtu
price : $ 3 . 94
this should be entered as a sale with enron as seller
date : 5 / 31 - 5 / 31
location : pgev / for tufco / 4300101
volume : 9 , 912 mmbtu
price : $ 3 . 94
this should be entered as a purchase with enron as buyer
this is related to the txu fuel wagner brown contract . please let me know if you have any questions .
thanks ,
rebecca
713 - 571 - 3189",0
2225,ham,"Subject: hpl meter # 980417 hpl / kmid - seven oaks
daren :
on 11 / 30 / 99 , the above meter has recorded flow of 26 mmbtus . there were no
deals at this meter during november 1999 or december 1999 . logistics needs
approval to writeoff these volumes to unaccounted for gas . please print ,
sign , and return original to clem cernosek .
approval to writeoff the volumes to unaccounted for gas loss
thanks ,
clem cernosek",0
4718,spam,"Subject: the bast phharma out ther - same da - y shijpping ! chromium
hi ! this is for sure one of the best pahrma we can
offer you . we can give special deels and
more . just enter the pharmma now .
don ' t hesitate alb
nah cloy
cloven crossword blank compote centrex . assumption chump babbitt chinchilla . cauldron calvary bobby aspirant aspect .
apotheosis cameraman alluvium conclusion . agglomerate bergland consular choreography caracas .
arsine bandpass carlyle . confident buzzer combine . commemorate assignee crinkle biscuit antiperspirant .
coalesce amphioxis biddy baseman arrack . bashful aloe al . alcoa assyria bottommost abreast buzzing d ' etat . camel billiard bland cufflink .",1
1833,ham,"Subject: re : cornhusker
john ,
i have a draft that i have been working on revising - - got pulled off to work
on triple lutz again and may not have anything to distribute until late next
week - - i will be out of the office on triple lutz the rest of today and
tomorrow and then out of town until the 25 th - - i will try to get something to
you to look at before i go but can make no guarantees - -
sandi
john griffith @ enron
10 / 17 / 2000 08 : 17 am
to : sandi m braband / hou / ect @ ect
cc :
subject : cornhusker
sandi ,
what is going on with cornhusker ? have we made any progress on the
agreement ? please let me know where we stand . thanks .
john",0
4635,spam,"Subject: notebookplus batteries
visit : http : / / www . computron - me . com for deals
!
your one stop distributorjebel ali duty free zonedubai , uae . www . computron - me . com
for latest clearance sale listing contact our
sales department .
for further details please send
your enquiries to : dealers @ emirates . net . aeor contact via www . computron - me . com
compaq
hewlett packard
3 com
dell
intel
iomega
epson
aopen
creative
toshiba
apc
cisco
us
robotics
microsoft
canon
intellinet
targus
viewsonic
ibm
sony
- - - - - - - and lots more
! ! !
if you have any
complaints / suggestions contact : customerservice @ computron - me . com
tel + 971 4
8834464
all prices in u . s . dollars , ex - works ,
fax + 971 4
8834454
jebel ali duty free zone
www . computron - me . com
prices and availability subject to change
usa -
canada u . a . e .
without
notice .
to receive our special offers
in plain
text format reply to this
mail with the request * for
export only *
this
email can not be considered spam as long as we include : contact
information remove instructions . this message is intended for dealer
and resellers only . if you have somehow gotten on this list in error , or
for any other reason would like to be removed , please reply with "" remove
"" in the subject line of your message . this message is being sent to you
in compliance with the federal legislation for commercial e - mail
( h . r . 4176 - section 101 paragraph ( e ) ( 1 ) ( a ) and bill s . 1618 title iii
passed by the 105 th u . s . congress .
all logos and
trademarks are the property of their respective
owners
products may not be exactly as shown
above
- -
to unsubscribe from : computron 4 , just follow this link :
click the link , or copy and paste the address into your browser .
please give it atleast 48 hours for unsubscription to be effective .",1
2729,ham,"Subject: exxon company , usa global # 96035668 / sitara # 212225
please prepare and send a termination letter by tomorrow march 16 , 2001 on the above referenced deal . houston pipe line company has not renegotiated a price and have no interest in buying the gas on an evergreen basis . it is my understanding that we need to notify them within 10 days of the end of the delivery period
. if you need any additional information or have any questions , please contact me at 35656 . thanks . emv",0
3755,spam,"Subject: = ? iso - 8859 - 7 ? q ? = 5 b = 3 f = 5 d _ fwd : continuous _ gr = f 4 wth _ with _ the _ pill ? =
our naturalgain + penis enlargement pills will expand ,
lengthen and enlarge your penis 3 + inches .
100 % satisfaction guaranteed ! or your money back !
* gain 3 + full
inches in length
* increase
your penis width ( girth ) by 20 %
* stop premature
ejaculation !
* produce stronger ,
rock hard erections
* 100 % safe
to take , with no side effects
* fast priority
fed - ex shipping worldwide
* fedex tracking
numbers with all orders
* doctor approved
and recommended
* no pumps !
no surgery ! no exercises !
* 100 % money
back guarantee
* free bottle
of naturalgain + worth over $ 50
* free "" male
help e - book "" worth over $ 50
click here to enlarge your penis
",1
4857,spam,"Subject:  ?  r  s ? ? ? ? ? ???  apaliourg @ iit . demokritos . gr
yx $ ?  r  ?  s  ?  a  n ? ?  n??  o ? ?  o ? ?  q  q    ?
 @
",1
1450,ham,"Subject: september production estimate
daren ,
fyi .
bob
- - - - - - - - - - - - - - - - - - - - - - forwarded by robert cotten / hou / ect on 08 / 23 / 2000 04 : 51
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
vance l taylor
08 / 23 / 2000 04 : 46 pm
to : robert cotten / hou / ect @ ect
cc : melissa graves / hou / ect @ ect
subject : september production estimate
bob ,
please see the attached file estimating wellhead production for the month of
september . please be advised that this is a preliminary estimate as to this
date , we have received only a few noms for september . i will update you with
any revisions as they occur .
thanks ,
vlt
x 3 - 6353",0
250,ham,"Subject: "" ram tackett "" : pictures
daren let ' s look at these this weekend ! love you me
- - - - - - - - begin forwarded message - - - - - - - - - -
from : "" ram tackett ""
to :
subject : pictures
date : fri , 4 feb 2000 14 : 32 : 52 - 0600
message - id :
pictures of hunter and cole :
pictures of jill , susan and tonya :
pictures of ram , jill , hunter :
pictures of our new house :
- - - - - - - - - end forwarded message - - - - - - - - - -
you ' re paying too much for the internet !
juno now offers free internet access !
try it today - there ' s no risk ! for your free software , visit :
http : / / dl . www . juno . com / get / tagj .",0
1614,ham,"Subject: duplicates
sorry for any duplicate , having problems with lotus
notes .
gary green",0
